Address,Neighborhood,Bedrooms,Bathrooms,Price,Sqft,Term,Rented,Date,Source,URL
55 Hancock Street,Eureka Valley-Dolores Heights,2,1,4400,1040,,TRUE,11/25/2014,Climb SF,http://www.climbsf.com/for-rent/55-hancock-st-1/
1661 18th Street,Potrero Hill,2,2,4400,1050,,TRUE,6/17/2014,Climb SF,http://www.climbsf.com/for-rent/1661-18th-st/
1097 Howard Street #304,SOMA,1,1.5,3700,1056,,TRUE,6/4/2013,Climb SF,http://www.climbsf.com/for-rent/1097-howard-st-304/
501 Crescent Way #5107,Candlestick Point,2,2,2800,1057,,TRUE,6/2/2014,Climb SF,http://www.climbsf.com/for-rent/501-crescent-way-5107/
50 Lansing St. #406,Rincon Hill,2,2,4200,1066,,TRUE,4/1/2014,Climb SF,http://www.climbsf.com/for-rent/50-lansing-st-406/
2075 Sutter Street #521,Lower Pacific Heights,2,2,4100,1068,,TRUE,7/16/2013,Climb SF,http://www.climbsf.com/for-rent/2075-sutter-st-521/
1201 Pine Street #132,Oakland,1,1.5,1950,1072,,TRUE,1/28/2014,Climb SF,http://www.climbsf.com/for-rent/1201-pine-street-132/
300 Ivy Street #500,Hayes Valley,2,2,4900,1075,,TRUE,4/21/2015,Climb SF,http://www.climbsf.com/for-rent/300-ivy-st-500/
400 Beale Street #1312,South Beach,2,2,3975,1075,,TRUE,5/12/2014,Climb SF,http://www.climbsf.com/for-rent/400-beale-st-1312/
1 College Avenue,Bernal Heights,3,2,5300,1075,1 Year,FALSE,7/5/2015,Climb SF,http://www.climbsf.com/for-rent/77-dow-pl-707/
2072 Vallejo Street,Pacific Heights,1,1,3575,1079,,TRUE,1/21/2015,Climb SF,http://www.climbsf.com/for-rent/2072-vallejo-st/
601 Fourth Street #324,SOMA,1,1,3750,1094,,TRUE,3/30/2015,Climb SF,http://www.climbsf.com/for-rent/601-4th-st-324/
136 Cole Street,North Panhandle,2,1,4450,1100,,TRUE,8/12/2014,Climb SF,http://www.climbsf.com/for-rent/136-cole-st/
1500 Park Avenue #111,Emeryville,1,1,2850,1100,,TRUE,2/19/2015,Climb SF,http://www.climbsf.com/for-rent/1500-park-ave-111/
555 4th Street #417,South Beach,2,2,4000,1111,,TRUE,11/19/2013,Climb SF,http://www.climbsf.com/for-rent/555-4th-st-417/
88 King Street #904,South Beach,2,2,6250,1111,,TRUE,7/9/2013,Climb SF,http://www.climbsf.com/for-rent/88-king-st-904/
325 Berry Street #710,Mission Bay,1,1.5,3600,1112,,TRUE,7/1/2014,Climb SF,http://www.climbsf.com/for-rent/325-berry-st-710/
333 Main Street #7B,South Beach,2,2,4475,1113,,TRUE,8/23/2013,Climb SF,http://www.climbsf.com/for-rent/333-main-st-7b/
81 Lansing Street #408,Rincon Hill,1,1,4600,1115,,TRUE,2/3/2015,Climb SF,http://www.climbsf.com/for-rent/81-lansing-st-408/
219 Brannan Street #7E,South Beach,2,2,5200,1116,,TRUE,10/15/2013,Climb SF,http://www.climbsf.com/for-rent/219-brannan-st-7e/
74 New Montgomery Street #416,Yerba Buena,2,2,4500,1123,,TRUE,4/22/2014,Climb SF,http://www.climbsf.com/for-rent/74-new-montgomery-st-416/
1880 Jackson Street,Pacific Heights,1,1,4800,1130,,TRUE,10/21/2014,Climb SF,http://www.climbsf.com/for-rent/1880-jackson-st-101/
555 Bartlett Street #413,Inner Mission,2,2,4050,1135,,TRUE,9/10/2013,Climb SF,http://www.climbsf.com/for-rent/555-bartlett-st-413/
296 Francisco Street,Telegraph Hill,2,1,5475,1138,1 Year,FALSE,7/5/2015,Climb SF,http://www.climbsf.com/for-rent/60-rausch-st-304/
2 Mint Plaza #805,SOMA,1,1,4600,1145,,TRUE,6/24/2015,Climb SF,http://www.climbsf.com/for-rent/2-mint-plaza-805/
1328 Mission Street #5,SOMA,1,1.5,3600,1145,,TRUE,5/6/2014,Climb SF,http://www.climbsf.com/for-rent/1328-mission-st-5/
4236 Halleck Street,Emeryville,1,1,2900,1150,1 Year,FALSE,7/5/2015,Climb SF,http://www.climbsf.com/for-rent/4236-halleck-st/
140 South Van Ness Avenue #922,SOMA,2,2,3800,1160,,TRUE,7/3/2013,Climb SF,http://www.climbsf.com/for-rent/140-south-van-ness-ave-922/
300 Third Street #1114,SOMA,2,2,4100,1161,,TRUE,6/5/2013,Climb SF,http://www.climbsf.com/for-rent/300-3rd-st-1114/
301 Main Street #22A,South Beach,2,2,5800,1163,,TRUE,1/26/2015,Climb SF,http://www.climbsf.com/for-rent/301-main-st-22a/
301 Main Street #18A,South Beach,2,2,5800,1163,,TRUE,1/14/2015,Climb SF,http://www.climbsf.com/for-rent/301-main-st-18a/
18 Lansing Street #201,Rincon Hill,2,2,3700,1173,,TRUE,11/25/2013,Climb SF,http://www.climbsf.com/for-rent/18-lansing-st-201/
601 Fourth Street #226,South Beach,1,1.5,3650,1174,,TRUE,3/25/2015,Climb SF,http://www.climbsf.com/for-rent/601-4th-st-226/
970 Duncan Street #304F,Diamond Heights,2,2,3300,1175,,TRUE,1/13/2014,Climb SF,http://www.climbsf.com/for-rent/970-duncan-st-304f/
18 Lansing Street #308,Rincon Hill,1,1.5,4200,1178,,TRUE,1/26/2015,Climb SF,http://www.climbsf.com/for-rent/18-lansing-st-308/
301 Main Street #16E,South Beach,2,2,5400,1180,,TRUE,1/21/2015,Climb SF,http://www.climbsf.com/for-rent/301-main-st-16e/
301 Main Street #25E,South Beach,2,2,5800,1180,,TRUE,2/12/2014,Climb SF,http://www.climbsf.com/for-rent/301-main-st-25e/
66 Cleary Court #306,Western Addition,3,2,4400,1180,,TRUE,12/31/2013,Climb SF,http://www.climbsf.com/for-rent/66-cleary-ct-306/
1160 Mission Street #901,SOMA,2,2,4450,1184,,TRUE,1/28/2014,Climb SF,http://www.climbsf.com/for-rent/1160-mission-st-901/
18 Lansing Street #102,Rincon Hill,1,1,4500,1200,,TRUE,5/27/2015,Climb SF,http://www.climbsf.com/for-rent/18-lansing-st-102/
727 Green Street,North Beach,2,2,4600,1200,,TRUE,1/26/2015,Climb SF,http://www.climbsf.com/for-rent/727-green-st/
2035 9th Avenue,Golden Gate Heights,2,1,4600,1200,,TRUE,1/26/2015,Climb SF,http://www.climbsf.com/for-rent/2035-9th-ave/
814 Hayes Street #2,Hayes Valley,3,2.5,5000,1200,,TRUE,4/9/2014,Climb SF,http://www.climbsf.com/for-rent/814-hayes-st-2/
1511 Jefferson Street #203,Downtown Oakland,2,2,2300,1200,,TRUE,3/4/2014,Climb SF,http://www.climbsf.com/for-rent/1511-jefferson-st-203/
403 Main Street #515,South Beach,2,2,4150,1207,,TRUE,2/3/2014,Climb SF,http://www.climbsf.com/for-rent/403-main-st-515/
325 Berry Street #416,Mission Bay,2,2,4500,1210,,TRUE,11/12/2014,Climb SF,http://www.climbsf.com/for-rent/325-berry-st-416/
1288 McAllister Street #201,Alamo Square,2,1,4000,1216,,TRUE,7/30/2013,Climb SF,http://www.climbsf.com/for-rent/1288-mcallister-st-201/
1201 Pine Street #141,Oakland,1,1.5,2500,1219,,TRUE,4/16/2015,Climb SF,http://www.climbsf.com/for-rent/1201-pine-st-141/
333 Fremont Street #709,South Beach,2,2,4795,1235,,TRUE,3/19/2015,Climb SF,http://www.climbsf.com/for-rent/333-fremont-st-709/
333 Fremont Street #708,South Beach,2,2,5300,1251,,TRUE,6/29/2015,Climb SF,http://www.climbsf.com/for-rent/333-fremont-st-708/
333 Fremont Street #808,South Beach,2,2,4767,1251,,TRUE,2/20/2015,Climb SF,http://www.climbsf.com/for-rent/333-fremont-st-808/
333 Fremont Street #809,South Beach,2,2,4579,1253,,TRUE,5/8/2015,Climb SF,http://www.climbsf.com/for-rent/333-fremont-st-809/
372 Hudson Street,Oakland,2,1,3700,1254,,TRUE,5/6/2014,Climb SF,http://www.climbsf.com/for-rent/372-hudson-st/
235 Berry Street #102,Mission Bay,2,2.5,4300,1255,,TRUE,1/28/2012,Climb SF,http://www.climbsf.com/for-rent/235-berry-street-102/
401 Harrison Street #3106,Rincon Hill,2,2,7400,1262,,TRUE,3/26/2015,Climb SF,http://www.climbsf.com/for-rent/401-harrison-st-3106/
1782 Quint Street,Portola,3,2,3600,1270,,TRUE,7/7/2014,Climb SF,http://www.climbsf.com/for-rent/1782-quint-st/
675 Eighth Street #1,Oakland,2,2.5,3500,1285,,TRUE,5/4/2015,Climb SF,http://www.climbsf.com/for-rent/675-8th-st-1/
252 Granada Avenue,Ingleside,2,2,3950,1286,1 Year,FALSE,7/5/2015,Climb SF,http://www.climbsf.com/for-rent/1766-oakdale-ave/
88 King Street #106,South Beach,2,2,4750,1293,,TRUE,3/25/2014,Climb SF,http://www.climbsf.com/for-rent/88-king-st-106/
634 Missouri Street,Potrero Hill,2,2,4600,1300,,TRUE,12/9/2014,Climb SF,http://www.climbsf.com/for-rent/634-missouri-st/
743 Rhode Island Street,Potrero Hill,2,1,4800,1300,,TRUE,12/2/2014,Climb SF,http://www.climbsf.com/for-rent/743-rhode-island-st/
2633 Harrison St.,Inner Mission,2,1,4600,1300,,TRUE,10/14/2014,Climb SF,http://www.climbsf.com/for-rent/2633-harrison-st/
2560 Vallejo Street,Pacific Heights,3,2,7050,1300,,TRUE,9/24/2014,Climb SF,http://www.climbsf.com/for-rent/2560-vallejo-st/
301 Main Street #23F,South Beach,2,2,5500,1300,,TRUE,3/11/2014,Climb SF,http://www.climbsf.com/for-rent/301-main-st-23f/
657 26th Avenue,Central Richmond,2,1.5,3700,1300,,TRUE,12/26/2013,Climb SF,http://www.climbsf.com/for-rent/657-26th-ave/
338 Spear Street #39A,South Beach,2,2,6700,1300,,TRUE,8/1/2013,Climb SF,http://www.climbsf.com/for-rent/338-spear-st-39a/
3009 Sacramento Street #2,Pacific Heights,4,2,5500,1300,,TRUE,7/9/2013,Climb SF,http://www.climbsf.com/for-rent/3009-sacramento-st-2/
1500 Park Avenue #105,Emeryville,1,1,2300,1300,,TRUE,5/20/2013,Climb SF,http://www.climbsf.com/for-rent/1500-park-ave-105/
420 Mission Bay Boulevard North #121,Mission Bay,1,1,3975,1300,1 Year,FALSE,7/5/2015,Climb SF,http://www.climbsf.com/for-rent/655-26th-ave/
301 Main Street #14F,South Beach,2,2,5950,1307,,TRUE,4/22/2014,Climb SF,http://www.climbsf.com/for-rent/301-main-st-14f/
425 1st Street #3402,Rincon Hill,2,2,6600,1309,,TRUE,1/16/2015,Climb SF,http://www.climbsf.com/for-rent/425-1st-st-3402/
5800 Third Street #1204,Bayview,3,2,3900,1309,,TRUE,12/31/2014,Climb SF,http://www.climbsf.com/for-rent/5800-3rd-st-1204/
2125 Bryant Street #102,Inner Mission,2,2.5,5300,1311,,TRUE,12/17/2013,Climb SF,http://www.climbsf.com/for-rent/2125-bryant-st-102/
720 Gough Street #45,Van Ness-Civic Center,2,2,3975,1316,,TRUE,5/15/2015,Climb SF,http://www.climbsf.com/for-rent/720-gough-st-45/
338 Spear Street #18B,South Beach,2,2,5700,1322,,TRUE,3/4/2013,Climb SF,http://www.climbsf.com/for-rent/338-spear-st-18b/
301 Main Street #35F,South Beach,2,2,6500,1323,,TRUE,1/14/2014,Climb SF,http://www.climbsf.com/for-rent/301-main-st-35f/
401 Harrison Street #3803,Rincon Hill,2,2,7225,1339,,TRUE,3/9/2015,Climb SF,http://www.climbsf.com/for-rent/401-harrison-st-3803/
480 Mission Bay Boulevard North #1608,Mission Bay,2,2,5475,1344,,TRUE,7/15/2013,Climb SF,http://www.climbsf.com/for-rent/480-mission-bay-blvd-n-1608/
1837 Jefferson Street,Marina,2,2.5,6200,1345,,TRUE,3/4/2014,Climb SF,http://www.climbsf.com/for-rent/1837-jefferson-st/
374 27th Avenue,Central Richmond,2,1.5,3900,1350,,TRUE,1/29/2014,Climb SF,http://www.climbsf.com/for-rent/374-27th-ave/
333 Main Street #7E,South Beach,2,2,4900,1361,,TRUE,5/31/2013,Climb SF,http://www.climbsf.com/for-rent/333-main-st-7e/
755 Tennessee Street #2,Dogpatch,2,2,4450,1366,,TRUE,7/30/2013,Climb SF,http://www.climbsf.com/for-rent/755-tennessee-st-2/
One Hawthorne Street #2H,SOMA,2,2,5400,1377,,TRUE,4/4/2014,Climb SF,http://www.climbsf.com/for-rent/1-hawthorne-st-2h/
229 Brannan Street #17C,South Beach,2,2,5900,1387,,TRUE,6/11/2014,Climb SF,http://www.climbsf.com/for-rent/229-brannan-st-17c/
One Hawthorne Street #11F,SOMA,2,2,6000,1395,,TRUE,3/1/2015,Climb SF,http://www.climbsf.com/for-rent/1-hawthorne-st-11f/
7 Colby Street,Portola,3,2,3700,1400,,TRUE,2/7/2015,Climb SF,http://www.climbsf.com/for-rent/7-colby-st/
4517 18th Street,Eureka Valley,3,3,5800,1400,,TRUE,6/4/2013,Climb SF,http://www.climbsf.com/for-rent/4517-18th-st/
301 Main Street #4G,South Beach,2,2,4800,1407,,TRUE,4/9/2014,Climb SF,http://www.climbsf.com/for-rent/301-main-st-4g/
1536 Pacific Avenue #5,Nob Hill,2,2,6000,1407,,TRUE,2/27/2014,Climb SF,http://www.climbsf.com/for-rent/1536-pacific-ave-5/
229 Brannan Street #12J,South Beach,2,2,5950,1425,,TRUE,8/29/2013,Climb SF,http://www.climbsf.com/for-rent/229-brannan-st-12j/
18 Lansing Street #306,Rincon Hill,2,2,5400,1444,,TRUE,6/29/2015,Climb SF,http://www.climbsf.com/for-rent/18-lansing-st-306/
460 Valley Street,Noe Valley,2,2,5900,1446,1 Year,FALSE,7/5/2015,Climb SF,http://www.climbsf.com/for-rent/460-valley-st/
1026 Aileen Street,Emeryville,3,2,3450,1450,,TRUE,9/4/2014,Climb SF,http://www.climbsf.com/for-rent/1026-aileen-st/
1839 Jefferson Street,Marina,2,2.5,6400,1460,,TRUE,7/14/2014,Climb SF,http://www.climbsf.com/for-rent/1839-jefferson-st/
355 Bryant Street #401,South Beach,1,1,5995,1462,,TRUE,2/3/2015,Climb SF,http://www.climbsf.com/for-rent/355-bryant-st-401/
260 King Street #605,Mission Bay,2,2,4600,1488,,TRUE,10/2/2014,Climb SF,http://www.climbsf.com/for-rent/260-king-st-605/
181 O'Farrell Street #502,Downtown San Francisco,1,1.5,4000,1499,,TRUE,6/24/2014,Climb SF,http://www.climbsf.com/for-rent/181-ofarrell-st-502/
5800 Third Street #1109,Bayview,3,3,4500,1500,,TRUE,9/30/2014,Climb SF,http://www.climbsf.com/for-rent/5800-3rd-st-1109/
999 16th Street #15,Potrero Hill,1,1.5,3900,1500,,TRUE,3/26/2013,Climb SF,http://www.climbsf.com/for-rent/999-16th-st-15/
325 Berry Street #502,Mission Bay,2,2,5900,1514,,TRUE,3/25/2014,Climb SF,http://www.climbsf.com/for-rent/325-berry-st-502/
301 Mission St. #5A,South Beach,2,2,9000,1517,1 Year,FALSE,7/5/2015,Climb SF,http://www.climbsf.com/for-rent/301-mission-st-5a/
407 Palisade Drive,Oakland,3,3.5,4250,1556,,TRUE,7/2/2015,Climb SF,http://www.climbsf.com/for-rent/407-palisade-dr/
10 Mint Plaza #1,SOMA,2,2,8250,1559,,TRUE,12/23/2014,Climb SF,http://www.climbsf.com/for-rent/10-mint-plaza-1/
520 6th Street #16,SOMA,2,2,4900,1560,,TRUE,4/16/2015,Climb SF,http://www.climbsf.com/for-rent/520-6th-st-16/
338 Spear Street #39E,South Beach,3,2,7975,1582,,TRUE,9/30/2014,Climb SF,http://www.climbsf.com/for-rent/338-spear-st-39e/
435 China Basin Street #639,Mission Bay,2,2.5,6100,1590,,TRUE,12/18/2014,Climb SF,http://www.climbsf.com/for-rent/435-china-basin-st-639/
637 Powell Street #202,Downtown San Francisco,2,1,4500,1590,,TRUE,12/12/2014,Climb SF,http://www.climbsf.com/for-rent/637-powell-st-202/
935 Union Street,Russian Hill,2,3.5,5450,1600,,TRUE,7/14/2014,Climb SF,http://www.climbsf.com/for-rent/935-union-st/
1160 Mission Street #1112,SOMA,1,1,3750,1600,1 Year,FALSE,7/5/2015,Climb SF,http://www.climbsf.com/for-rent/252-granada-ave/
77 Dow Place #707,SOMA,1,1.5,3950,1600,1 Year,FALSE,7/5/2015,Climb SF,http://www.climbsf.com/for-rent/1-college-ave/
301 Mission Street #29F,South Beach,2,2,7975,1601,,TRUE,12/8/2014,Climb SF,http://www.climbsf.com/for-rent/301-mission-st-29f/
461 Second Street #102,South Beach,2,2,7000,1635,,TRUE,3/12/2015,Climb SF,http://www.climbsf.com/for-rent/461-2nd-st-102/
1945 Jackson Street,Pacific Heights,3,1.5,5975,1643,,TRUE,6/30/2014,Climb SF,http://www.climbsf.com/for-rent/1945-jackson-st/
1340 Clay Street #402,Nob Hill,2,2,5975,1670,,TRUE,2/20/2013,Climb SF,http://www.climbsf.com/for-rent/1340-clay-st-402/
234 Grand View Avenue,Noe Valley,3,2.5,7300,1682,,TRUE,9/26/2014,Climb SF,http://www.climbsf.com/for-rent/234-grand-view-ave/
1414 Douglass Street,Noe Valley,4,2,7400,1697,,TRUE,6/15/2015,Climb SF,http://www.climbsf.com/for-rent/1414-douglass-st/
311 Oak Street #306,Oakland,2,2,3400,1700,,TRUE,12/31/2014,Climb SF,http://www.climbsf.com/for-rent/311-oak-st-306/
1615 Broadway #12,Oakland,2,2,5500,1706,1 Year,FALSE,7/5/2015,Climb SF,http://www.climbsf.com/for-rent/1615-broadway-12/
330 Mississippi Street,Potrero Hill,3,2,5900,1735,,TRUE,6/4/2014,Climb SF,http://www.climbsf.com/for-rent/330-mississippi-st/
723 Ellsworth Street,Bernal Heights,3,2,3450,1750,,TRUE,10/22/2013,Climb SF,http://www.climbsf.com/for-rent/723-ellsworth-st/
325 China Basin Street #607,Mission Bay,2,2,5950,1777,,TRUE,10/8/2014,Climb SF,http://www.climbsf.com/for-rent/325-china-basin-st-607/
301 Main Street #5C,South Beach,2,2.5,7000,1780,,TRUE,9/17/2014,Climb SF,http://www.climbsf.com/for-rent/301-main-st-5c/
5 Sparta Street,Visitacion Valley,3,2.5,3450,1780,,TRUE,4/10/2013,Climb SF,http://www.climbsf.com/for-rent/5-sparta-st/
301 Main Street #6B,South Beach,2,2.5,6600,1793,,TRUE,10/1/2013,Climb SF,http://www.climbsf.com/for-rent/301-main-st-6b/
301 Mission St. #53D,Yerba Buena,2,3,18000,1800,1 Year,FALSE,7/5/2015,Climb SF,http://www.climbsf.com/for-rent/2735-folsom-st/
461 2nd St. #557T,South Beach,1,1.5,6750,1812,,TRUE,7/14/2014,Climb SF,http://www.climbsf.com/for-rent/461-2nd-st-557t/
301 Main Street #3B,South Beach,2,2,5975,1820,,TRUE,4/9/2014,Climb SF,http://www.climbsf.com/for-rent/301-main-st-3b/
325 Berry Street #701,Mission Bay,2,2,6500,1903,,TRUE,9/18/2013,Climb SF,http://www.climbsf.com/for-rent/325-berry-st-701/
767 Bryant Street #403,SOMA,2,2,5800,1951,,TRUE,6/2/2014,Climb SF,http://www.climbsf.com/for-rent/767-bryant-st-403/
301 Mission Street #701,SOMA,2,2,7400,1955,,TRUE,12/11/2013,Climb SF,http://www.climbsf.com/for-rent/301-mission-st-701/
235 Berry Street #107,Mission Bay,3,3,7500,2000,,TRUE,3/4/2013,Climb SF,http://www.climbsf.com/for-rent/235-berry-st-107-2/
1979 Clay Street,Pacific Heights,3,2,5250,2000,,TRUE,2/26/2013,Climb SF,http://www.climbsf.com/for-rent/1979-clay-st/
163 Liberty Street,Noe Valley,3,2.5,7500,2060,,TRUE,8/12/2014,Climb SF,http://www.climbsf.com/for-rent/163-liberty-st/
199 New Montgomery Street #402,Yerba Buena,2,2,4750,2081,1 Year,FALSE,7/5/2015,Climb SF,http://www.climbsf.com/for-rent/567-vallejo-st-ph500/
3156 Turk Street #A,Lone Mountain,4,2,5000,2100,,TRUE,8/9/2013,Climb SF,http://www.climbsf.com/for-rent/3156-turk-st-a/
205 Beacon Street,Glen Park,4,3,6000,2200,,TRUE,9/17/2014,Climb SF,http://www.climbsf.com/for-rent/205-beacon-st/
1735 Beach Street,Marina,2,2.5,7400,2200,,TRUE,8/11/2014,Climb SF,http://www.climbsf.com/for-rent/1735-beach-st/
223 Mississippi Street #2,Potrero Hill,2,1,5700,2300,,TRUE,11/5/2014,Climb SF,http://www.climbsf.com/for-rent/223-mississippi-st-2/
682 28th Street,Noe Valley,2,2,4500,2300,,TRUE,3/19/2013,Climb SF,http://www.climbsf.com/for-rent/682-28th-st/
810 Faxon Avenue,Westwood Park,3,2.5,5650,2335,,TRUE,3/25/2015,Climb SF,http://www.climbsf.com/for-rent/810-faxon-ave/
567 Vallejo Street #301,North Beach,3,3,6950,2400,,TRUE,11/10/2014,Climb SF,http://www.climbsf.com/for-rent/567-vallejo-st-301/
101 Marina Boulevard,Marina,3,3.5,9800,3000,,TRUE,6/11/2014,Climb SF,http://www.climbsf.com/for-rent/101-marina-blvd/
100 Palo Alto Avenue,Clarendon Heights,4,3.5,11000,4800,,TRUE,6/24/2015,Climb SF,http://www.climbsf.com/for-rent/100-palo-alto-ave/